ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours,Verdict_Category,Physics_Flag,Physics_Notes,Likelihood,Alert_Level,Viewing_Tip
2371,Strong Storm,6-7,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2372,Strong Storm,6-7,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2373,Strong Storm,6-7,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2374,Strong Storm,6-7,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2375,Strong Storm,6-7,Moderate Southward,-10 to -5 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2376,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,79.6,Strong,"Bright green, red upper borders, some purple","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Highly likely (70-85%),WATCH: Good Conditions,Major storm - visible from populated areas
2377,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,84.0,Strong,"Bright green, red upper borders, some purple","Multiple arcs, curtains with rays",50-55°,3-6,🟡 STRONG AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Highly likely (70-85%),WATCH: Good Conditions,Major storm - visible from populated areas
2378,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,88.4,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8,🟠 MAJOR AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Very likely (85-95%),ALERT: Significant Event,Major storm - visible from populated areas
2379,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,97.2,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2380,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed | ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2381,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,99.5,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2382,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2383,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2384,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2385,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2386,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2387,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2388,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2389,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2390,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2391,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2392,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2393,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2394,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2395,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2396,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS) | ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2397,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2398,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2399,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2400,Strong Storm,6-7,Strong Southward,<-10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2401,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,93.6,Major,"Intense green, red upper regions","Dynamic curtains, corona possible, rapid movement",45-50°,5-8,🟠 MAJOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Very likely (85-95%),ALERT: Significant Event,Major storm - visible from populated areas
2402,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,98.8,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2403,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2404,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2405,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2406,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2407,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2408,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2409,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2410,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2411,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2412,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2413,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2414,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2415,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2416,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2417,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2418,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2419,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2420,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2421,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2422,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2423,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2424,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2425,Strong Storm,6-7,Strong Southward,<-10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2426,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2427,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2428,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2429,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2430,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2431,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2432,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
2433,Strong Storm,6-7,Strong Southward,<-10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12,🔴 EXTREME AURORA,✅ PHYSICALLY VALID,Normal conditions,Near-certain (95-100%),ALERT: Major Event,ONCE-IN-A-LIFETIME EVENT - Drop everything and go!
